"increment","season","conc"
1,1,48.6510404260121
1,1,44.8342302295937
1,1,43.5256550688796
1,1,39.3285980105028
1,1,35.5339320092638
1,1,50.505802961035
1,1,49.2248310295378
1,1,46.2723388254327
1,1,41.9021639255175
1,1,40.9867388933503
1,1,35.8104034957699
1,1,50.4182624833932
1,1,47.8284908577945
1,1,44.7714045482509
1,1,41.0121432468866
1,1,39.1742584347072
1,1,37.4504231230493
1,1,50.9429795154938
1,1,46.4844211796006
1,1,45.6826145621073
1,1,41.8292766538998
1,1,40.0470639430546
1,1,37.47322605913
1,1,51.3749842197827
1,1,46.869019986712
1,1,44.95770177771
1,1,41.4930986709375
1,1,38.6732383887703
1,1,34.3867721972121
1,1,51.4466654113729
1,1,47.11253355539
1,1,45.7036791305851
1,1,42.1380419526605
1,1,38.3928119896066
1,1,36.9687530117264
1,1,51.0704775251418
1,1,47.519465147372
1,1,44.8459862650985
1,1,41.6257504191088
1,1,37.2412846410414
1,1,37.2981501570404
1,1,52.8401212852979
1,1,49.1593135045968
1,1,46.49798615679
1,1,41.9586928675099
1,1,39.523646214624
1,1,35.7071960523662
1,1,52.5180308464725
1,1,47.9409784990345
1,1,44.6577378811281
1,1,42.6086568253036
1,1,40.7743421637643
1,1,35.7630258599673
1,1,49.5413102823038
1,1,49.1075598726894
1,1,44.5889736411617
1,1,42.206748029563
1,1,40.3866048046346
1,1,32.6484564416402
1,1,51.7841777157359
1,1,48.2450157403317
1,1,45.1355099773749
1,1,41.8746132134419
1,1,38.4814233821993
1,1,38.0132704533282
1,1,52.2395874382502
1,1,49.2942934087907
1,1,47.0518035522369
1,1,41.6417445520587
1,1,39.2741914967143
1,1,37.1350417203671
1,1,50.9546998730501
1,1,47.7493378621843
1,1,43.3817440650359
1,1,42.1965385288332
1,1,41.2616955811608
1,1,37.2452548077801
1,1,50.9362330821829
1,1,46.764600346964
1,1,46.1534807288221
1,1,42.1130936707568
1,1,39.0453135479563
1,1,36.0924909611665
1,1,50.0016396852118
1,1,48.4494288082577
1,1,46.3281866698461
1,1,41.456690214866
1,1,41.5994226060059
1,1,35.9036140622096
1,1,50.7260909405195
1,1,48.3415129163605
1,1,45.4927086351149
1,1,43.7474656977894
1,1,40.179092195608
1,1,36.7729070822954
1,1,52.6533092170625
1,1,47.9570485926234
1,1,46.3721530733015
1,1,42.2437534703522
1,1,39.1702181576602
1,1,35.0119494886496
1,1,51.4061682501638
1,1,47.5012863764378
1,1,44.4493576376974
1,1,44.1285869456005
1,1,38.3602470698498
1,1,35.3342491666901
1,1,51.0973994573023
1,1,48.2542214076187
1,1,43.3659080747607
1,1,43.7869403011685
1,1,38.1137352639006
1,1,35.1727081599797
1,1,51.878249259739
1,1,49.1397421536369
1,1,45.1885316741553
1,1,40.9813902560424
2,1,37.427723696607
2,1,35.8509165662909
2,1,51.0238150541538
2,1,46.7141658927412
2,1,46.3227972882608
2,1,45.1254483989996
2,1,39.5051247312173
2,1,36.403728899387
2,1,51.0294107548507
2,1,46.8801246062599
2,1,43.571939881701
2,1,41.6083643522612
2,1,38.8370454786153
2,1,36.8236328393103
2,1,49.4274961403871
2,1,47.2445069671068
2,1,45.2113155217862
2,1,42.413954660498
2,1,39.2972026712736
2,1,36.6208236208344
2,1,51.7677071092138
2,1,47.8969985990588
2,1,44.0016074524647
2,1,42.758757130458
2,1,39.9238480977177
2,1,35.1836007586996
2,1,49.9747053898812
2,1,47.7055125505065
2,1,46.7741634022282
2,1,41.0948184033017
2,1,38.3948608812337
2,1,37.3049329337991
2,1,49.8397529786203
2,1,48.4235664354348
2,1,44.691386295668
2,1,40.5128598125087
2,1,40.1009587193885
2,1,35.2289328948402
2,1,51.737889026473
2,1,49.4003185812065
2,1,43.6548704284795
2,1,41.1135420274288
2,1,39.4781639522208
2,1,36.9264704431176
2,1,50.5029695022419
2,1,46.584615091665
2,1,44.556649654432
2,1,41.4563268680207
2,1,38.7209374966348
2,1,35.8364726777587
2,1,50.6871892048911
2,1,47.7663051780662
2,1,47.0314492691699
2,1,43.9864490387553
2,1,39.4844600181956
2,1,36.200125056128
2,1,49.8694437468206
2,1,47.1413874228829
2,1,44.1563641139315
2,1,42.9865956926361
2,1,37.7154291138233
2,1,36.5485244224982
2,1,51.572495494224
2,1,46.165531425669
2,1,45.5335557594555
2,1,41.0058650488402
2,1,38.5936523327498
2,1,34.1147230620686
2,1,49.6509440949663
2,1,48.2323209308759
2,1,45.5903580145816
2,1,43.1222110304687
2,1,39.0653727439425
2,1,35.9079205432107
2,1,49.7616944798087
2,1,48.6497344355184
2,1,44.9530015754859
2,1,43.4225825590681
2,1,38.6954124514082
2,1,34.7055978094096
2,1,50.2445632408932
2,1,46.1192416848387
2,1,47.0426938290583
2,1,41.6225519425681
2,1,38.8669686068263
2,1,36.7647346790136
2,1,49.9114095573777
2,1,48.0072174954357
2,1,44.6814167220435
2,1,42.3193471828128
2,1,36.038949682665
2,1,36.9706945425429
2,1,50.5607161804564
2,1,48.1788828389532
2,1,45.1618170007213
2,1,42.3552939849522
2,1,37.4052828570383
2,1,35.1598168303637
2,1,50.5105327500463
2,1,46.990766299927
2,1,44.8480278083371
2,1,41.4602887754462
2,1,40.6902367583699
2,1,37.2967501611198
2,1,49.9346057902698
2,1,48.2667647507188
2,1,44.9825988335731
2,1,41.9666333859178
2,1,38.8109052218279
2,1,34.7327897911552
2,1,52.7197501573985
2,1,47.2009920435876
2,1,45.3017555209099
2,1,41.5549468664725
2,1,40.0304425671056
2,1,35.5875614734778
2,1,50.2579526540447
2,1,47.1310148191721
2,1,43.9498972781988
2,1,41.4074017537538
2,1,40.3937727019318
2,1,34.6473645996494
2,1,51.5323378178103
2,1,46.3553816109854
2,1,46.2562123993192
2,1,43.3698550806354
2,1,38.3301244422357
2,1,33.3651522899558
2,1,51.3208493340117
2,1,45.9136254817295
2,1,44.3542331609331
2,1,41.0781567685925
2,1,37.0757414604206
2,1,34.9297012440524
2,1,50.8248057997021
2,1,47.7941894281687
2,1,44.8259942567226
2,1,40.8391947635509
2,1,39.662410040883
2,1,35.5479789315806
2,1,51.3728443198732
2,1,48.0432776175083
2,1,43.6666856208414
2,1,41.6664671131209
2,1,38.6734466648123
2,1,33.203213961499
2,1,50.5331370008172
2,1,49.3867579041758
2,1,43.3598545953263
2,1,39.8622863313996
2,1,38.3269725007914
2,1,36.5634290956859
2,1,50.1918071108094
2,1,47.9876177388178
2,1,44.6090710363189
2,1,42.1446871060151
2,1,41.3993237911233
2,1,34.4320794497743
2,1,50.255855381653
2,1,48.9146437835863
2,1,44.8407616901112
2,1,43.3787475483392
2,1,41.2287416038805
2,1,35.0563078344262
2,1,50.5295508994221
2,1,46.5836479583304
2,1,43.550202591573
2,1,42.3192652338966
2,1,39.5488977640712
2,1,34.3678650538963
2,1,50.5685135285759
2,1,47.3657686828876
2,1,44.9719355539799
2,1,41.7472333646838
2,1,38.9692332392014
2,1,35.7892883934694
2,1,50.0997295754891
2,1,48.4005876961515
2,1,43.5940981898301
2,1,39.1447651128344
2,1,38.9879017802762
2,1,35.8875750333115
2,1,50.3177180421358
2,1,47.2190534178933
2,1,44.7341648129147
2,1,41.3441873440554
2,1,39.6953065846819
2,1,35.5149048801587
2,1,48.8783730814663
2,1,48.6669062733693
2,1,44.9341206686337
2,1,41.8098098070415
2,1,38.1961192948509
2,1,34.5946675503021
2,1,52.6627955681972
2,1,47.435822227184
2,1,45.5848555995337
2,1,42.4278310371954
2,1,39.7062880185267
2,1,34.3723847652305
2,2,48.2823059767777
2,2,44.2120553166663
2,2,44.9009828886579
2,2,41.062163853115
2,2,36.2696889012657
2,2,33.8337282850941
2,2,50.0834045826086
2,2,44.5168756039642
2,2,43.2703775288176
2,2,40.0718980290817
2,2,35.8422920169034
2,2,34.4052879971569
2,2,49.5724951975346
2,2,43.0067990011549
2,2,44.2058698462524
2,2,39.1831183799961
2,2,36.7635892535055
2,2,34.3346934737033
2,2,48.2542399914934
2,2,45.8952966687839
2,2,43.0666457859827
2,2,39.414130028652
2,2,37.0742566514118
2,2,33.6253509862901
2,2,49.2074782713957
2,2,43.4533423033636
2,2,43.5432747198981
2,2,40.6432948030264
2,2,37.8046600579373
2,2,35.0040423914526
2,2,49.2849637183065
2,2,45.1539196985114
2,2,44.0585090588316
2,2,39.8054843027368
2,2,37.2392310620723
2,2,34.6422381127099
2,2,50.8921802946334
2,2,48.7371166471809
2,2,42.0436358573627
2,2,39.9749477771485
2,2,35.1500706494539
2,2,34.7251426780451
2,2,48.8618175369514
2,2,45.4220514720007
2,2,42.5895988705049
2,2,38.9802131712528
2,2,36.940737095065
2,2,34.4102740737313
2,2,48.8455233640091
2,2,45.8239028574653
2,2,43.012522020454
2,2,39.2849484542593
2,2,36.7719926489287
2,2,32.8783565141877
2,2,47.2304320685154
2,2,45.1923550629412
2,2,44.745013311452
2,2,41.109920966186
2,2,36.4635317204749
2,2,36.0489644120548
2,2,47.7183442188628
2,2,45.6076417250873
2,2,43.8719135321526
2,2,39.6260818002711
2,2,38.9154979684408
2,2,33.7407464870025
2,2,47.4586159540358
2,2,46.2678462520408
2,2,41.8991094055002
2,2,39.7939533587943
2,2,37.5973480207996
2,2,33.5128438592594
2,2,49.9518848865197
2,2,45.4280012606616
2,2,42.7351867953609
2,2,38.7374731603499
2,2,35.6490274204861
2,2,32.8785896469438
2,2,45.7328342693009
2,2,46.0462465998112
2,2,41.9263278712748
2,2,39.8108346995018
2,2,36.3165550345844
2,2,33.649561914899
2,2,49.4341589179178
2,2,45.5109821996414
2,2,43.2563315193227
2,2,38.6194700306567
2,2,39.3968103710065
2,2,31.2665828075482
2,2,47.543551984212
2,2,46.1560832911588
2,2,41.8209127532132
2,2,40.7449747116058
2,2,35.7550046275488
2,2,31.3714224292928
2,2,51.008395578562
2,2,47.3968460157206
2,2,41.7910024735262
2,2,42.8297108862009
2,2,35.2292221469628
2,2,32.6519626263866
2,2,47.3685366612886
2,2,47.9560765464215
2,2,41.032549718906
2,2,39.9290063259995
2,2,37.4757930255271
2,2,34.0709796622629
2,2,48.9694724508506
2,2,45.046000076768
2,2,42.0568509685442
2,2,41.2972985821173
2,2,37.7982840059067
2,2,34.0246078152262
2,2,50.2960429582047
2,2,45.8132158881279
2,2,41.4971613422482
2,2,39.68806951451
2,2,36.4467895043889
2,2,34.9971601620401
2,2,47.8248479126582
2,2,46.5682853972377
2,2,42.3373962192739
2,2,40.8005616183837
2,2,38.1093893538829
2,2,33.3047650275834
2,2,49.7265651684921
2,2,45.8098313619344
2,2,41.631138776318
2,2,40.4383256348489
2,2,35.3411334718796
2,2,33.5112166125305
2,2,48.7309882855665
2,2,46.7750548093339
2,2,43.5248621224797
2,2,39.7174680815209
2,2,37.0438565867222
2,2,34.2049849826688
2,2,48.8910593908639
2,2,44.9517077585944
2,2,44.641639588544
2,2,39.6079988576291
2,2,38.3824913170996
2,2,35.9511855754978
2,2,48.7025427098652
2,2,46.4509919749423
2,2,43.6226325886323
2,2,38.7689217272539
2,2,35.9132349282272
2,2,32.7185010669026
2,2,48.9812241335019
2,2,46.5492554118306
2,2,42.2360126361873
2,2,39.6730344926428
2,2,37.58456857968
2,2,33.3779713578936
2,2,47.6701484943861
2,2,45.3521537066361
2,2,41.6242154212672
2,2,39.5508128953149
2,2,35.9980262731906
2,2,33.0490611479995
2,2,48.9028418090998
2,2,44.0795123184548
2,2,42.6282497301193
2,2,38.1678632457194
2,2,36.3568420460696
2,2,34.6529445427406
2,2,48.9042380745244
2,2,44.5240054178534
2,2,43.2924335439204
2,2,40.0646635780628
2,2,36.9801050230661
2,2,33.8460390425171
2,2,49.952963970908
2,2,44.9089032815567
2,2,43.1802300920081
2,2,39.079241016948
2,2,39.653132549578
2,2,35.4730604403884
2,2,48.1841320155768
2,2,45.2073080808385
2,2,43.5215431704475
2,2,39.897526864498
2,2,35.9572322027848
2,2,34.5634172750798
2,2,48.7653252767572
2,2,46.0404220084642
2,2,43.8688247358312
2,2,40.2028527861488
2,2,36.3701365103871
2,2,33.2137215372728
2,2,50.1665940763671
2,2,46.6137144431103
2,2,42.0598421508981
2,2,40.1166356340084
2,2,38.1519136674852
2,2,34.3816716297289
2,2,50.6069737459391
2,2,47.375751916404
3,2,44.1504486449676
3,2,41.6270608568923
3,2,37.455296054599
3,2,33.468797581028
3,2,49.6941901401177
3,2,46.7100083656872
3,2,44.667113175407
3,2,42.2296439248468
3,2,38.2281672759031
3,2,34.6427519097476
3,2,49.6024980420564
3,2,46.2746802869134
3,2,44.0243891333954
3,2,40.3652836472825
3,2,38.4171557817918
3,2,33.7126661840031
3,2,50.265203188238
3,2,46.6342972678448
3,2,43.7925013421467
3,2,40.4894573827169
3,2,37.9296757233579
3,2,34.4909825574223
3,2,49.1411981854282
3,2,45.8495625950157
3,2,44.578794498448
3,2,40.4727590565419
3,2,37.8635240209543
3,2,36.008436464539
3,2,49.4601033067652
3,2,46.5640242378561
3,2,44.3222036365069
3,2,39.5697519486731
3,2,38.1574324781607
3,2,34.8481206698724
3,2,51.8905591440423
3,2,44.8936905996443
3,2,42.4760951680957
3,2,40.8111990635842
3,2,39.7107540670514
3,2,34.6559802429587
3,2,49.7021016879183
3,2,45.26291392982
3,2,45.1368827784817
3,2,38.9030399532195
3,2,37.1385848854469
3,2,34.9595796683703
3,2,48.6299463012357
3,2,46.2261861890521
3,2,41.8065346945645
3,2,39.8791414289498
3,2,39.9699366856214
3,2,35.8016005905728
3,2,50.1853204703994
3,2,47.2359786463867
3,2,42.9424284586668
3,2,40.18714644019
3,2,38.1556999166771
3,2,34.4440350298669
3,2,49.7068758362427
3,2,45.8903246348636
3,2,41.1021917937736
3,2,40.598625570305
3,2,38.3877115354334
3,2,33.9123390154834
3,2,48.9582942490659
3,2,47.4207188815082
3,2,42.6418679257318
3,2,41.6535428289157
3,2,37.4216188048862
3,2,35.4288769669561
3,2,48.0063238094109
3,2,46.1336298306454
3,2,44.0139746499234
3,2,39.3226462583368
3,2,36.9894589830147
3,2,35.4379495322449
3,2,49.3904065128828
3,2,46.098383408394
3,2,43.953761829352
3,2,40.4203878894569
3,2,37.4089457790209
3,2,35.0353256527984
3,2,50.2763723226656
3,2,47.6601990248732
3,2,43.3157854991749
3,2,39.7436126752598
3,2,37.8142181579225
3,2,35.0317811133155
3,2,50.9860801622777
3,2,46.5877069982927
3,2,42.54001554749
3,2,42.6743429697779
3,2,38.3371145161988
3,2,33.5479434194793
3,2,51.0958619587359
3,2,47.1122509463116
3,2,44.5046888943363
3,2,40.1780937621152
3,2,39.3377115590655
3,2,36.9910072888724
3,2,50.4984107331246
3,2,46.9750930652519
3,2,43.7671937535155
3,2,39.422435929319
3,2,36.7106126675029
3,2,35.7478025655164
3,2,51.1934403771203
3,2,44.6418049813755
3,2,44.0455290140557
3,2,39.3962025369446
3,2,38.5806470181746
3,2,34.6171255806212
3,2,48.8319444776891
3,2,46.7536620428859
3,2,44.2024667780893
3,2,41.1120477079394
3,2,36.9932566864015
3,2,32.5120495143979
3,2,48.1369819241393
3,2,44.9619240443307
3,2,43.5311553466539
3,2,39.4511987670878
3,2,37.0402799438341
3,2,33.5119295215638
3,2,49.5396890010259
3,2,47.4170953380314
3,2,44.6279062057504
3,2,42.3678008385491
3,2,38.1885567908565
3,2,33.2079029892095
3,2,48.4369472078204
3,2,46.8563119188655
3,2,42.3521841604452
3,2,41.4075077891289
3,2,36.4281917222007
3,2,34.9703740290343
3,2,51.0830402952931
3,2,47.5797219079154
3,2,42.0198583815126
3,2,39.7123046680604
3,2,38.5617589435326
3,2,34.8606594579122
3,2,47.897391457871
3,2,45.83229724763
3,2,45.1622390142608
3,2,39.5003076448506
3,2,38.8921225941506
3,2,35.5039348789147
3,2,47.8436659970145
3,2,46.4529346497131
3,2,43.4203474853898
3,2,40.5902851289219
3,2,36.7839696222817
3,2,34.8359509385693
3,2,49.7972015676499
3,2,45.6202847787396
3,2,44.732767498337
3,2,41.1966370277048
3,2,38.2833774132278
3,2,34.1761823935319
3,2,47.7159185631468
3,2,44.8409299351695
3,2,43.1549335349058
3,2,38.7302602386901
3,2,36.8097655211937
3,2,34.5134944514215
3,2,50.374600320749
3,2,45.9311476088738
3,2,45.0584708458844
3,2,40.6198686774218
3,2,38.0450641627381
3,2,36.0432687961636
3,2,51.0799580396326
3,2,47.1773325511385
3,2,42.5597472946695
3,2,39.7892560549499
3,2,35.7158740311624
3,2,35.6969757932263
3,2,48.9721742184256
3,2,47.4896307277105
3,2,42.6525477719641
3,2,41.1078243168904
3,2,38.2692222101322
3,2,32.7388394336418
3,2,49.9338740617904
3,2,46.0197889902764
3,2,44.2816194831138
3,2,40.3281553174468
3,2,37.6863023961425
3,2,34.956121895426
3,2,49.7276334757006
3,2,47.6102401442247
3,2,45.6606927768685
3,2,39.5708823458809
3,2,36.6435979861415
3,2,35.6119899996884
3,2,48.996716659642
3,2,46.8174986476498
3,2,43.9972274482348
3,2,41.5361789529568
3,2,36.5326967221373
3,2,34.2538251899794
3,2,49.1746576257386
3,2,47.1819070775631
3,2,44.351269967171
3,2,41.7919311880344
3,2,37.8168642888487
3,2,33.9778088259346
3,2,47.2321392436681
3,2,47.04180317122
3,2,42.7385516632261
3,2,39.0737584021488
3,2,38.196516214322
3,2,33.1140937209689
3,2,49.1545261137854
3,2,46.1801302897971
3,2,45.1042950492617
3,2,39.5069578550822
3,2,37.9440203618655
3,2,34.6647041959927
3,2,48.7039082818097
3,2,46.2365216656808
3,2,43.8904134343604
3,2,40.4146911485786
3,2,38.8750573792919
3,2,33.9226931653829
3,2,48.8866248014067
3,2,46.6440139087413
3,2,45.1823869090958
3,2,39.1314020931441
3,2,38.2441961346443
3,2,34.9436370481644
3,2,50.2019952198431
3,2,48.6985091465964
3,2,42.2380198643048
3,2,41.2747124058063
3,2,36.0263164793033
3,2,32.8248235365934
3,2,49.0689052672131
3,2,49.2003717417496
3,2,43.4844922066074
3,2,40.9283903421342
3,2,38.4527673850966
3,2,34.7281516746149
3,2,49.6107386574919
3,2,47.1611050435795
3,2,44.1432292610818
3,2,40.4454255922858
3,2,38.4525356259917
3,2,35.8753369253817
3,2,49.3151756211369
3,2,46.6500650234635
3,2,43.4222900142761
3,2,41.8362994800004
3,2,35.9759426562545
3,2,32.22475617201
3,2,48.9872776790153
3,2,47.8546775916374
3,2,42.7297058224085
3,2,39.2398583459483
3,2,37.2692770473113
3,2,36.1882799294953
3,2,48.9959644776109
3,2,47.6702210229408
3,2,43.9499947176309
3,2,39.8329569557108
3,2,37.9841078158447
3,2,34.0116335955292
3,2,48.2846477995744
3,2,46.2665177983256
3,2,42.4359864551533
3,2,41.147795908837
3,2,37.5457886663551
3,2,35.2579093310047
3,2,49.1381538920581
3,2,45.8708451790584
3,2,44.561523735368
3,2,40.3216907109689
3,2,35.8210335242065
3,2,32.2223459267909
3,2,48.1738892947707
3,2,45.4057113686674
3,2,41.8623124503381
3,2,39.7498956333401
3,2,37.4796885981655
3,2,35.3646958774597
3,2,47.3348815758884
3,2,46.7443706760474
3,2,43.7934764766593
3,2,39.9477147683415
3,2,39.5319890541335
3,2,34.8906173256616
3,2,51.3293619880486
3,2,45.8599679236897
3,2,42.9042416407142
3,2,41.2092187363252
3,2,38.0943642324442
3,2,33.365119443195
3,2,48.6978355095586
3,2,45.5874092530707
3,2,43.8760067081962
3,2,38.7202614473908
3,2,37.8190766532133
3,2,35.1291548714982
3,2,48.8491946144054
3,2,46.6792454676601
3,2,44.3312227383631
3,2,39.2968520754967
3,2,38.0732583855856
3,2,36.0639588395229
3,2,48.1674824424137
3,2,47.7770785124739
3,2,43.1917548585986
3,2,41.039740147962
3,2,38.7118054779834
3,2,33.8799310865361
3,2,49.2521382973197
3,2,47.7776917274531
3,2,43.9326597196801
3,2,39.9837733363096
3,2,38.894730963621
3,2,37.6245234596665
3,2,49.2613877697331
3,2,46.4965846007089
3,2,43.4597011861467
3,2,40.842409516117
3,2,36.5257978130646
3,2,34.6464276638669
3,2,49.3214299860139
3,2,46.765633691642
3,2,43.0443693918472
3,2,41.2904775469829
3,2,36.0596400602267
3,2,35.4224431049099
3,2,49.0403069167988
3,2,46.6270850351502
3,2,43.5090334981118
3,2,40.7551121106247
3,2,37.059261456952
3,2,33.3244342857629
3,2,50.1456320017591
3,2,46.2992440691629
3,2,44.4541488187984
3,2,40.4215934492134
3,2,37.3050079848385
3,2,33.9328822372343
3,2,49.8851812120064
3,2,47.1595461292365
3,2,44.1007741962276
3,2,40.4303704620088
3,2,38.5905531958262
3,2,33.7813247916748
3,2,48.7968023570693
3,2,47.0510954313402
3,2,43.53838198323
3,2,40.2164420496617
3,2,38.6125926028116
3,2,33.7983237483228
3,2,50.7311613964394
3,2,47.3694159545703
3,2,41.8706499410397
3,2,41.2504026235074
3,2,36.1117922957903
3,2,34.6700296374185
3,2,49.8715617470492
3,2,46.7524852524369
3,2,43.7611120065028
3,2,40.1579073467792
3,2,36.0103458177319
3,2,34.6669509705609
3,2,49.3598272595808
3,2,46.4135704444437
3,2,43.9149097939909
3,2,39.6181980696202
